name,team,gamesPlayed,position,goals,assists,points,plusMinus,PIMS,shots,GWGS,PPGS,PPAS,PKGS,PKAS,hits,blockedShots,toig,shifts,production,faceoffs,faceoffsWon,majorPenalties,misconduct,gameMisconduct,boarding,unsportsmanlikeConduct,fights,instigator,minorPenalties,hooking,tripping,roughing,holding,interference,slashing,highSticking,crossCheck,holdingStick,goalieInterference
Marcus Sorensen,SJ,80,RW,17,13,30,10,23,100,1,0,0,1,1,88,29,12:58,1478,34:34,31,12,1,0,0,0,0,1,0,9,1,0,1,0,3,0,0,2,0,1
Colton Sissons,NSH,75,C ,15,15,30,20,23,111,3,1,1,0,1,109,52,16:03,1652,40:06,793,421,1,0,0,0,0,1,0,9,3,1,0,0,2,1,1,1,0,0
Radek Faksa,DAL,81,C ,15,15,30,-3,54,114,1,1,2,1,1,103,65,16:26,1953,44:21,1132,570,2,0,0,2,0,2,0,22,4,4,2,1,2,2,3,0,0,1
Mathieu Perreault,WPG,82,C ,15,15,30,-1,44,95,3,4,3,0,0,127,25,12:14,1350,33:26,53,26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,3,6,1,1,4,4,2,1,0,0
Marcus Johansson,BOS/NJ,58,C ,13,17,30,-16,8,115,1,2,7,0,0,28,24,15:55,1106,30:47,50,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,0,0,0,2,1,0,1,0,0,0
Nate Schmidt,VGS,61,D ,9,21,30,22,8,112,1,1,7,0,0,37,100,21:57,1576,44:38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,0,0,0,0,0,1,2,0,0
Tony DeAngelo,NYR,61,D ,4,26,30,6,77,111,0,0,10,0,0,54,82,19:20,1494,39:18,N/A,N/A,3,2,0,1,1,3,0,21,4,3,5,1,4,0,2,0,0,0
Will Butcher,NJ,78,D ,4,26,30,-17,18,108,1,1,13,0,0,38,74,19:16,1804,50:06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,0,0,1,0,0,0,0,1,0
Jake Gardiner,TOR,62,D ,3,27,30,19,26,78,0,0,5,0,0,61,64,21:13,1635,43:50,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,1,5,1,0,0,2,1,1,0,0
Brandon Tanev,WPG,80,LW,14,15,29,9,41,127,0,0,0,2,1,278,81,14:07,1685,38:55,8,3,3,0,1,1,0,2,0,7,2,1,0,2,0,1,0,0,0,0
Kyle Okposo,BUF,78,RW,14,15,29,-9,41,147,2,7,4,0,0,87,27,13:47,1361,37:04,134,63,1,0,0,0,0,1,0,17,3,1,2,1,2,4,1,0,1,0
Loui Eriksson,VAN,81,LW,11,18,29,-11,22,107,2,1,2,0,0,3,28,14:04,1668,39:17,6,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,2,5,0,2,1,0,0,0,0,0
Devin Shore,DAL/ANA,76,C ,10,19,29,-12,13,82,4,2,3,2,0,94,64,14:16,1558,37:22,209,86,1,0,0,0,0,1,0,4,0,1,0,0,0,1,0,0,0,0
Evan Rodrigues,BUF,74,RW,9,20,29,-7,25,168,1,2,2,0,3,33,33,15:49,1528,40:22,655,304,1,0,0,0,0,1,0,10,1,3,4,1,1,0,0,0,0,0
Connor Brown,TOR,82,RW,8,21,29,11,16,85,0,0,1,0,3,35,37,13:48,1632,38:59,51,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,3,1,0,0,2,0,1,1,0,0
Mikko Koivu,MIN,48,C ,8,21,29,-2,22,89,0,2,10,0,1,13,32,18:18,1086,30:17,894,488,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,1,6,0,1,0,3,0,0,0,0
Brett Pesce,CAR,73,D ,7,22,29,35,24,98,2,0,0,0,2,53,131,20:29,1826,51:34,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,1,0,2,6,0,0,2,1,0,0
Dmitry Orlov,WSH,82,D ,3,26,29,3,33,101,0,0,1,0,0,137,103,21:38,1914,61:10,N/A,N/A,1,0,0,2,0,1,0,14,4,3,1,3,0,1,0,0,0,0
Colin Miller,VGS,65,D ,3,26,29,0,44,131,0,1,12,0,0,122,64,19:39,1581,44:02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,4,4,1,2,1,3,3,2,1,0
Ryan Murray,CBJ,56,D ,1,28,29,20,10,71,0,0,1,0,0,27,93,21:26,1501,41:24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1,0,0,2,1,0,0,1,0,0
Anthony Beauvillier,NYI,81,LW,18,10,28,1,8,156,4,1,1,0,0,87,35,14:39,1435,42:21,57,26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,2,0,1,0,0,0,0,0,0,1
Adrian Kempe,LA,81,RW,12,16,28,-10,50,118,2,0,4,0,0,86,21,14:30,1696,41:56,739,315,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,1,2,1,4,3,4,1,0,0,1
Jordan Staal,CAR,50,C ,11,17,28,6,26,121,1,0,2,0,0,122,18,18:17,1279,32:39,1023,571,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,4,2,0,1,2,2,0,0,0,0
Lucas Wallmark,CAR,81,C ,10,18,28,-8,36,131,4,2,5,0,0,82,39,14:48,1763,42:47,1129,575,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,4,5,0,3,2,1,2,0,0,1
Colton Parayko,STL,80,D ,10,18,28,20,15,176,3,4,4,0,1,127,157,22:47,2329,65:05,N/A,N/A,1,0,0,0,0,1,0,5,0,0,1,0,2,1,1,0,0,0
Patrick Maroon,STL,74,LW,10,18,28,-3,64,118,3,2,9,0,0,135,7,14:10,1287,37:26,5,2,6,0,0,0,2,6,0,17,2,4,3,2,0,2,0,1,0,0
Zack Smith,OTT,70,C ,9,19,28,-6,81,101,1,0,0,1,2,136,27,16:21,1513,40:52,820,403,3,1,0,0,1,3,0,28,2,7,8,1,0,1,3,1,1,0
Dominik Simon,PIT,71,C ,8,20,28,8,18,121,0,1,2,0,0,89,19,13:19,1311,33:47,19,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,2,1,1,1,1,1,1,0,0,0
Charlie McAvoy,BOS,54,D ,7,21,28,14,45,79,3,1,1,0,1,92,91,22:10,1448,42:45,N/A,N/A,1,0,0,1,0,1,0,19,6,2,3,0,2,1,1,1,1,0
Hampus Lindholm,ANA,76,D ,6,22,28,-5,44,125,0,1,5,0,1,81,133,24:00,2281,65:07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,3,1,0,4,6,3,3,1,1,0
Brent Seabrook,CHI,78,D ,5,23,28,-6,41,165,1,2,8,0,1,124,180,19:06,2018,53:11,N/A,N/A,1,0,0,1,0,1,0,18,0,10,0,0,2,1,1,1,0,0
Oscar Klefbom,EDM,61,D ,5,23,28,-11,16,167,2,1,10,0,0,44,102,23:59,1695,52:14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,0,0,0,0,1,3,1,0,2,0
Kevin Shattenkirk,NYR,73,D ,2,26,28,-15,20,148,0,1,6,0,0,73,104,18:56,1685,49:22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,3,1,0,0,0,3,1,1,0,0
Brad Richardson,ARI,66,C ,19,8,27,6,22,128,3,0,0,3,3,63,55,15:58,1549,39:01,1051,577,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,2,3,1,0,2,3,0,0,0,0
Tanner Pearson,LA/PIT/VAN,80,LW,18,9,27,-15,25,147,1,3,2,0,0,128,41,14:03,1625,41:38,17,5,1,0,0,0,0,1,0,10,2,1,3,1,0,1,1,0,0,0
Sam Bennett,CGY,71,C ,13,14,27,-6,93,115,2,4,2,0,0,121,27,13:17,1276,34:56,90,50,5,1,0,1,0,5,1,24,2,2,7,1,1,2,3,1,0,1
Colin Wilson,COL,65,C ,12,15,27,-6,8,104,2,5,2,0,0,55,31,13:34,1182,32:39,52,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,2,0,0,0,0,1,0,0,0
Alexander Steen,STL,65,LW,10,17,27,2,14,114,0,2,3,1,1,55,50,15:50,1429,38:08,29,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,1,1,0,1,2,0,1,0,1,0
Michael Matheson,FLA,75,D ,8,19,27,-24,44,129,2,0,6,0,2,63,132,22:19,2126,61:59,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,2,4,3,2,1,1,1,0,0,0
Jason Spezza,DAL,76,C ,8,19,27,-13,29,121,1,2,10,0,0,16,30,13:16,1513,37:21,807,470,1,0,0,0,0,1,0,12,1,4,0,1,2,1,1,2,0,0
Nikolay Goldobin,VAN,63,RW,7,20,27,-10,18,105,1,1,8,0,1,15,21,14:59,1243,34:58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,3,2,0,0,0,1,2,0,0,1
Nick Cousins,ARI,81,C ,7,20,27,-8,35,144,2,1,2,0,0,115,51,13:33,1532,40:38,520,243,1,0,0,0,0,1,0,15,1,6,3,1,0,0,1,1,0,0
William Nylander,TOR,54,RW,7,20,27,-4,16,130,0,1,5,0,0,16,14,15:31,1145,31:01,368,203,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,0,2,0,2,0,0,3,0,0,0
Samuel Girard,COL,82,D ,4,23,27,8,6,116,0,0,9,0,0,65,90,19:54,1966,60:24,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,1,0,0,1,0,0,0,0,0
Niklas Kronwall,DET,79,D ,3,24,27,-5,40,71,0,1,7,0,0,84,96,19:57,2047,58:22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,4,0,1,8,4,2,0,0,0,0
Alex Goligoski,ARI,76,D ,3,24,27,-7,16,102,0,1,6,0,2,79,154,20:49,1878,58:35,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,1,1,0,2,2,1,0,0,0,0
Zack Kassian,EDM,79,RW,15,11,26,-6,102,111,3,0,0,1,0,191,15,14:48,1564,44:58,6,0,4,2,2,2,0,4,0,21,3,2,7,0,3,0,1,0,0,0
Ivan Barbashev,STL,80,LW,14,12,26,-4,17,60,1,0,0,2,0,86,31,11:31,1336,35:25,441,201,1,0,0,0,0,1,0,6,1,1,3,0,1,0,0,0,0,0
Nick Bjugstad,PIT/FLA,64,C ,14,12,26,6,30,154,2,2,4,0,0,126,27,15:07,1340,37:13,530,262,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,2,3,1,2,1,1,2,1,0,0
Mathieu Joseph,TB,70,RW,13,13,26,5,26,95,1,0,0,0,2,129,14,11:22,1146,30:34,34,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,2,2,1,0,2,0,2,1,1,0
Ryan Hartman,PHI/NSH,83,RW,12,14,26,1,74,145,2,0,0,0,0,107,39,13:07,1476,41:52,16,4,2,1,0,0,2,2,0,24,1,7,5,1,2,0,2,0,1,0
Tyson Jost,COL,70,C ,11,15,26,-2,14,114,3,4,1,0,0,48,35,13:00,1143,35:01,146,55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,2,0,0,0,1,1,0,1,1,0
Matt Calvert,COL,82,LW,11,15,26,-10,58,141,0,1,1,0,2,115,51,14:12,1577,44:45,94,41,6,0,0,0,0,6,0,14,2,3,3,0,3,1,2,0,0,0
Calle Jarnkrok,NSH,79,C ,10,16,26,13,12,106,1,1,1,1,0,56,22,15:26,1688,46:53,331,166,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,1,2,0,0,1,0,1,1,0,0
Brock McGinn,CAR,82,LW,10,16,26,10,20,123,0,0,0,1,0,137,38,14:19,1700,45:07,61,26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,2,4,0,0,1,2,0,0,0,0
Cody Ceci,OTT,74,D ,7,19,26,-22,18,132,2,0,1,0,0,120,142,22:34,2048,64:12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,3,1,0,2,0,1,1,0,0,0
Ivan Provorov,PHI,82,D ,7,19,26,-16,32,145,1,0,2,0,0,123,149,25:07,2369,79:12,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,3,5,0,0,1,0,2,0,0,0
Neal Pionk,NYR,73,D ,6,20,26,-16,35,132,1,2,11,0,1,138,98,21:10,1998,59:25,1,0,3,0,0,0,1,3,0,10,1,3,1,0,2,1,0,1,0,0
Leo Komarov,NYI,82,C ,6,20,26,18,42,78,1,0,0,0,0,203,38,13:53,1517,43:48,184,84,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,2,4,3,5,0,2,1,1,0,0
Mike Green,DET,43,D ,5,21,26,-1,28,92,0,0,3,0,0,60,56,21:41,1185,35:51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,4,2,1,0,1,2,1,2,0,0
Nick Leddy,NYI,82,D ,4,22,26,0,18,116,0,0,10,0,0,77,89,21:33,2133,67:57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,2,0,0,0,3,2,2,0,0,0
Jordan Martinook,CAR,82,LW,15,10,25,1,38,146,5,0,0,1,0,199,46,14:29,1735,47:30,341,150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,0,4,8,1,0,5,0,0,0,0
Jake Virtanen,VAN,70,RW,15,10,25,-4,44,154,1,2,0,0,0,154,37,14:49,1522,41:29,15,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,2,2,4,0,2,1,5,1,3,0
Pavel Zacha,NJ,61,C ,13,12,25,-6,15,99,2,4,2,2,1,68,24,16:05,1224,39:14,712,348,1,0,0,0,0,1,0,5,3,0,0,1,0,0,0,1,0,0
Casey Mittelstadt,BUF,77,C ,12,13,25,-19,10,118,1,3,7,0,0,30,16,13:27,1333,41:25,536,213,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,3,0,0,1,1,0,0,0,0,0
Pontus Aberg,ANA/MIN,59,LW,12,13,25,-14,20,101,1,3,4,0,0,45,11,14:36,1107,34:26,19,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,2,1,0,2,0,3,0,0,0,1
Andre Burakovsky,WSH,76,LW,12,13,25,2,14,100,4,1,0,0,0,35,29,11:08,1060,33:49,20,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,1,3,0,1,0,0,0,1,0,0
Lawson Crouse,ARI,81,LW,11,14,25,5,67,131,1,0,0,2,0,288,44,12:57,1603,41:57,58,24,3,2,0,1,0,3,0,16,3,3,5,0,1,1,1,1,0,0
Andrew Copp,WPG,69,C ,11,14,25,20,6,82,2,0,0,1,0,71,34,12:10,1215,33:33,358,198,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,1,0,2,0,0,0,0,0,0
Ryan Donato,BOS/MIN,56,C ,10,15,25,-15,6,139,1,3,5,0,0,24,21,13:42,977,30:41,28,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,0,1,0,0,0,0,1,0,0,0
Matt Niskanen,WSH,80,D ,8,17,25,-3,41,143,1,1,1,0,1,167,137,21:56,1909,70:10,N/A,N/A,1,0,0,0,0,1,0,18,3,7,2,3,1,0,1,0,1,0
Brady Skjei,NYR,78,D ,8,17,25,-4,44,126,1,0,0,0,1,178,119,21:14,2141,66:15,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,1,5,2,6,2,1,3,1,0,0
Erik Johnson,COL,80,D ,7,18,25,8,38,144,1,0,0,0,0,124,143,21:49,2157,69:48,N/A,N/A,2,0,1,0,0,1,0,9,0,2,0,1,2,3,0,0,0,0
Nick Schmaltz,CHI/ARI,40,C ,7,18,25,-12,8,62,2,5,3,0,0,5,12,17:50,847,28:31,281,104,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,0,1,0,0,1,2,0,0,0,0
Michal Kempny,WSH,71,D ,6,19,25,24,60,111,3,0,0,0,0,84,135,19:11,1560,54:29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29,7,7,3,4,2,0,4,1,0,0
Mattias Janmark,DAL,81,C ,6,19,25,-4,24,105,0,0,1,0,1,28,44,15:13,1774,49:18,26,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,1,3,0,1,1,2,1,0,1,0
Andy Greene,NJ,82,D ,5,20,25,-9,16,104,0,0,2,0,4,67,208,20:50,2027,68:20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,1,5,0,1,1,0,0,0,0,0
Marc-Edouard Vlasic,SJ,72,D ,3,22,25,-6,10,100,0,0,1,0,0,23,114,21:03,1847,60:36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,0,1,1,0,0,0,0,0,0,0
Marcus Pettersson,PIT/ANA,84,D ,2,23,25,17,66,87,0,1,4,0,1,101,108,16:41,1961,56:03,1,1,4,1,0,0,0,4,0,18,5,3,0,5,1,0,3,1,0,0
Alexander Wennberg,CBJ,75,C ,2,23,25,-1,12,64,0,1,5,1,2,34,32,15:05,1497,45:13,706,342,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,3,2,0,1,0,0,0,0,0,0
Brian Boyle,NJ/NSH,73,C ,18,6,24,-14,38,123,4,7,2,1,1,145,50,13:26,1255,40:52,333,170,2,0,0,0,1,2,0,13,4,2,2,1,1,0,1,1,0,0
Josh Leivo,TOR/VAN,76,LW,14,10,24,5,32,151,2,3,4,0,0,44,23,14:02,1439,44:25,41,15,2,1,0,0,0,2,0,6,1,0,1,0,1,1,1,0,0,1
Jordan Greenway,MIN,81,LW,12,12,24,-12,29,109,0,0,0,0,0,57,40,13:38,1448,45:59,81,31,1,0,0,0,0,1,0,12,0,2,1,2,2,2,2,1,0,0
Miles Wood,NJ,63,LW,10,14,24,-10,91,159,1,1,2,0,0,97,27,13:42,1113,35:56,2,0,3,2,1,0,1,2,0,22,1,3,4,4,1,1,1,1,0,4
Jack Roslovic,WPG,77,C ,9,15,24,-2,4,74,0,5,2,0,0,32,21,9:45,1015,31:15,209,91,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,1,0,0,1,0,0,0,0,0,0
David Savard,CBJ,82,D ,8,16,24,19,36,124,1,0,0,0,0,122,123,19:45,2083,67:27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,1,6,1,2,5,2,0,0,0,0
Kenny Agostino,MTL/NJ,63,LW,6,18,24,-3,34,79,0,0,5,0,0,143,14,12:55,1072,33:54,42,15,2,0,1,0,0,1,0,7,2,2,1,0,1,0,1,0,0,1
Daniel Sprong,PIT/ANA,63,RW,14,9,23,-16,10,125,3,2,3,0,0,35,14,11:57,970,32:44,14,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,1,1,1,0,1,0,1,0,0,0
Derick Brassard,PIT/COL/FLA,70,C ,14,9,23,-19,39,110,0,2,3,0,0,102,15,15:00,1406,45:38,588,283,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,4,2,0,1,0,3,0,0,1,0
Joel Armia,MTL,57,RW,13,10,23,0,14,134,2,2,4,1,0,113,21,15:48,1213,39:08,29,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,0,4,1,0,0,0,1,0,0,0
Adam Lowry,WPG,78,C ,12,11,23,6,33,105,3,0,0,1,2,223,49,14:38,1688,49:38,1116,643,3,0,0,0,1,3,0,9,1,1,1,0,0,0,2,0,0,1
Drake Caggiula,CHI/EDM,55,C ,12,11,23,-5,28,96,2,0,0,1,0,135,26,14:26,1042,34:30,43,16,2,0,0,0,0,2,0,8,2,1,1,0,1,0,2,0,0,0
Filip Chytil,NYR,75,C ,11,12,23,-22,8,133,2,3,4,0,0,29,21,13:47,1300,44:57,175,68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,1,0,0,0,1,0,1,0,0,1
Luke Glendening,DET,78,C ,10,13,23,2,15,102,1,0,0,1,2,198,102,15:47,1818,53:32,1182,658,1,0,0,0,0,1,0,5,2,1,0,1,1,0,0,0,0,0
Cal Clutterbuck,NYI,73,RW,8,15,23,6,44,95,2,3,0,0,1,209,40,13:58,1445,44:20,34,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,0,1,2,1,2,1,2,1,0,0
Kyle Turris,NSH,55,C ,7,16,23,-6,33,78,1,4,2,0,0,24,15,15:42,1109,37:31,553,281,1,0,0,0,0,1,0,14,2,2,0,2,3,3,1,1,0,0
Brendan Leipsic,LA/VAN,62,LW,7,16,23,-14,24,92,1,1,3,0,0,56,28,13:47,1128,37:09,13,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,0,1,1,0,1,3,2,0,0,0
Brett Howden,NYR,66,C ,6,17,23,-16,14,74,1,0,2,0,0,64,47,14:56,1322,42:52,729,353,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,1,2,0,1,0,2,0,1,0,0
Cam Fowler,ANA,59,D ,5,18,23,-14,20,88,2,1,5,0,1,32,91,23:22,1727,59:56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,1,0,0,1,0,3,1,1,1,0
Filip Hronek,DET,46,D ,5,18,23,-10,30,73,0,1,4,0,1,66,32,19:58,1201,39:55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,0,2,1,2,1,0,0,0,2,0
Ron Hainsey,TOR,81,D ,5,18,23,30,21,81,0,0,0,1,0,91,144,20:15,2181,71:20,1,1,1,0,0,0,0,1,0,8,1,3,2,0,1,0,0,0,1,0
Braydon Coburn,TB,74,D ,4,19,23,4,34,113,0,0,0,0,0,96,62,16:07,1504,51:50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,2,6,1,2,1,2,1,0,0,0
Matt Nieto,COL,64,LW,4,19,23,2,8,86,1,0,0,1,2,50,26,13:46,1240,38:19,17,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,2,0,0,0,0,0,1,0,0,0
Brian Dumoulin,PIT,76,D ,3,20,23,31,20,99,0,0,0,0,4,141,129,21:02,2110,69:28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,2,4,1,1,0,0,0,0,1,0
Troy Stecher,VAN,78,D ,2,21,23,9,32,105,0,0,2,1,0,91,96,19:55,1915,67:32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,2,4,2,2,1,2,3,0,0,0
Markus Granlund,VAN,77,C ,12,10,22,-4,20,123,1,2,1,0,1,46,24,15:03,1663,52:38,348,149,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,1,1,0,0,1,3,2,0,0,0
Josh Archibald,ARI,68,RW,12,10,22,1,15,92,1,0,0,0,1,161,39,13:34,1397,41:56,37,12,1,0,0,1,0,1,0,4,1,0,0,0,0,0,1,0,0,0
Matt Dumba,MIN,32,D ,12,10,22,-5,21,93,1,6,6,0,0,60,43,23:23,799,34:00,N/A,N/A,1,0,0,0,0,1,0,8,2,1,0,1,1,1,0,1,1,0
Roope Hintz,DAL,58,LW,9,13,22,-11,24,99,3,3,3,0,0,87,36,14:03,1270,37:03,400,217,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,1,0,2,4,0,1,3,0,0,0
Nic Dowd,WSH,64,C ,8,14,22,10,20,47,3,0,0,0,1,97,37,10:18,862,29:56,472,245,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,2,4,0,0,2,0,1,0,0,0
Jason Dickinson,DAL,67,C ,6,16,22,9,23,94,2,0,0,0,0,106,50,13:22,1392,40:43,469,201,1,0,0,0,0,1,0,9,0,3,0,1,1,2,1,0,0,0
Jordie Benn,MTL,81,D ,5,17,22,15,39,93,1,0,0,0,0,124,128,18:12,1947,66:59,N/A,N/A,1,0,0,0,0,1,0,14,4,3,0,0,0,2,3,2,0,0
Dylan DeMelo,OTT,77,D ,4,18,22,-1,32,109,0,0,3,0,1,121,130,19:17,1972,67:29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,2,1,1,4,1,3,0,2,1,0
Brenden Dillon,SJ,82,D ,1,21,22,19,61,71,0,0,0,1,0,202,78,17:45,1792,66:08,N/A,N/A,1,1,0,1,0,1,0,22,1,3,1,4,2,6,1,2,0,0
Brendan Perlini,CHI/ARI,68,LW,14,7,21,-17,28,117,0,2,2,0,0,51,22,11:36,1069,37:34,7,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,5,4,0,0,0,0,4,0,0,0
Troy Brouwer,FLA,75,RW,12,9,21,-6,47,86,1,0,0,1,0,177,38,12:41,1384,45:19,51,19,3,1,0,0,0,3,0,11,4,1,1,1,1,2,0,1,0,0
Austin Wagner,LA,62,LW,12,9,21,2,16,67,0,0,0,0,0,142,9,8:56,827,26:21,6,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,1,3,3,0,0,1,0,0,0,0
Kyle Clifford,LA,72,LW,11,10,21,4,96,115,2,1,0,0,0,115,24,10:29,1084,35:57,8,3,6,3,0,0,1,6,1,17,0,5,3,1,1,2,3,0,0,0
Sean Kuraly,BOS,71,C ,8,13,21,6,38,134,3,0,0,0,0,129,35,13:46,1304,46:34,531,286,2,0,0,0,0,2,0,14,3,3,3,2,0,0,0,1,1,0
Jordan Weal,MTL/PHI/ARI,63,C ,8,13,21,-8,18,75,1,2,4,0,0,28,26,13:28,1134,40:23,599,333,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,0,3,0,1,1,0,2,1,0,0
Markus Nutivaara,CBJ,80,D ,5,16,21,3,6,99,1,0,0,0,0,80,61,17:41,1846,67:21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,0,0,1,2,0,0,0,0,0
Adam Pelech,NYI,78,D ,5,16,21,22,24,110,0,0,0,0,0,149,116,18:38,1898,69:11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,4,3,0,2,3,0,0,0,0,0
Ondrej Kase,ANA,30,RW,11,9,20,0,2,94,2,1,3,0,0,17,11,15:39,593,23:29,27,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,0,0,0,0,0,0,0,0,0
Oscar Lindberg,OTT/VGS,55,C ,9,11,20,4,28,91,0,0,1,0,0,104,27,12:28,896,34:18,223,101,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,2,4,0,1,1,1,3,1,0,0
Ryan Reaves,VGS,80,RW,9,11,20,1,74,95,2,3,0,0,0,305,24,10:52,1063,43:29,94,40,4,2,1,0,1,3,0,12,1,3,2,1,3,1,0,0,0,0
Zach Sanford,STL,60,LW,8,12,20,8,21,77,2,0,1,0,0,48,37,12:35,1037,37:44,13,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,3,2,0,0,1,1,1,1,0,0
Jesper Fast,NYR,66,RW,8,12,20,-3,26,80,1,0,0,0,0,120,47,15:43,1420,51:52,20,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,4,5,0,1,3,0,0,0,0,0
Carter Rowney,ANA,62,RW,7,13,20,0,12,53,0,0,0,1,0,178,35,12:33,1117,38:54,347,171,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,0,1,0,1,0,2,1,0,0,0
Adam Erne,TB,65,LW,7,13,20,10,40,70,3,2,0,0,0,159,26,10:33,976,34:16,23,11,2,1,0,0,0,2,0,10,2,1,4,1,1,1,0,0,0,0
David Backes,BOS,70,C ,7,13,20,0,31,129,1,2,5,0,0,140,30,13:02,1175,45:38,309,176,3,0,0,0,0,3,0,8,1,0,3,0,0,1,0,1,0,0
